"Date"	"Country"	"Reg"	"Infl"	"Fuel"	"Sent"	"ST"	"LT"	"Unem"
2011-03-01	"Italy"	188598	1.4	1526.215	-24.2	1.1755	4.8754	8.6
2011-03-01	"Latvia"	873	-3.7	1262.275	-25.3	0.85	6.49	17.8
2011-03-01	"Lithuania"	1096	-3.9	1312.1375	-21	1.400909	5.15	16.9
2011-03-01	"Luxembourg"	5660	0.9	1283.285	4.6	1.1755	3.471	4.7
2011-03-01	"Netherlands"	56601	-1	1633.5	7.5	1.1755	3.423	5.1
2011-03-01	"Poland"	28396	-3	1245.1225	-24.3	4.2	6.27	10
2011-03-01	"Slovakia"	6491	-13.6	1421	-29.9	1.1755	4.14	13.9
2011-03-01	"Slovenia"	6073	-11	1278.75	-25.7	1.1755	4.3	8.4
2011-03-01	"Spain"	88397	0.3	1320.485	-22.6	1.1755	5.249435	21.3
2011-03-01	"Sweden"	29527	1.8	1562.8325	23.2	1.74	3.35	8.4
2011-03-01	"United.Kingdom"	366101	2.1	1521.545	-22.4	0.8315	3.7386	7.6
2011-04-01	"Austria"	33317	-1.5	1381	7.8	1.3212	3.76	4.7
2011-04-01	"Belgium"	53300	0.7	1586.93333333333	-0.8	1.3212	4.29	6.6
2011-04-01	"Czech.Republic"	14650	-10	1426.38666666667	-18	1.21	4.05	6.9
2011-04-01	"Denmark"	13400	-0.9	1657.84666666667	12.9	1.4083	3.4156	7.5
2011-04-01	"Estonia"	1538	-1.1	1241	-1.6	1.3212	NA	13.2
2011-04-01	"Finland"	11010	2.1	1576.66666666667	18.7	1.3212	3.57	8.2
2011-04-01	"France"	169757	0.3	1538	-19.3	1.3212	3.689995	9
2011-04-01	"Germany"	266251	0	1659	7.9	1.3212	3.34	5.8
2011-04-01	"Greece"	10191	5.3	1690.33333333333	-70	1.3212	13.86	16
2011-04-01	"Hungary"	3701	-2	1435.57	-36.1	6.079229	7.05	11.1
2011-04-01	"Ireland"	8674	-5.8	1491	-31.2	1.3212	10.47	15
2011-04-01	"Italy"	158171	1.6	1542.56	-25.9	1.3212	4.841	7.9
2011-04-01	"Latvia"	845	-3.3	1292.13	-29.7	0.79	6.47	17.9
2011-04-01	"Lithuania"	1164	-3.7	1346.82	-18.3	1.5215	5.12	16.3
2011-04-01	"Luxembourg"	5221	1	1330.76	6.5	1.3212	3.566286	4.7
2011-04-01	"Netherlands"	47637	-1	1678	4.7	1.3212	3.647	4.9
2011-04-01	"Poland"	24350	-3.1	1283.58333333333	-26.7	4.3	6.14	9.7
2011-04-01	"Slovakia"	5694	-13.6	1452.66666666667	-28.4	1.3212	4.33	13.5
2011-04-01	"Slovenia"	5179	-10.6	1287.33333333333	-26	1.3212	4.53	7.9
2011-04-01	"Spain"	71805	0.7	1351.57	-21	1.3212	5.328737	20.9
2011-04-01	"Sweden"	28940	1.4	1596.06333333333	23	1.8	3.3	8.2
2011-04-01	"United.Kingdom"	137746	1.6	1519.87666666667	-24.2	0.875	3.7619	7.6
2011-05-01	"Austria"	34393	-1.3	1396	6.3	1.4251	3.53	4.5
2011-05-01	"Belgium"	54888	0.7	1583.24	1.5	1.4251	4.21	6.5
2011-05-01	"Czech.Republic"	15502	-9.5	1445.928	-20.1	1.22	3.89	6.6
2011-05-01	"Denmark"	16545	-0.9	1650.086	11.5	1.457	3.1314	7.3
2011-05-01	"Estonia"	1722	-0.9	1231.4	-2.5	1.4251	NA	13
2011-05-01	"Finland"	12636	2.1	1594	16.8	1.4251	3.32	9.8
2011-05-01	"France"	197701	0.5	1533.38	-17.2	1.4251	3.489244	8.8
2011-05-01	"Germany"	304543	0.1	1562.2	9	1.4251	3.06	5.7
2011-05-01	"Greece"	10076	4.5	1701.4	-68.5	1.4251	15.94	17.4
2011-05-01	"Hungary"	3829	-2.3	1440.732	-36.6	6.875875	7.11	10.9
2011-05-01	"Ireland"	9440	-5.8	1509.6	-26.7	1.4251	11.03	15.2
2011-05-01	"Italy"	171642	1.8	1546.992	-24.1	1.4251	4.756	7.9
2011-05-01	"Latvia"	955	-3.2	1292.226	-26.2	0.78	6.36	17.2
2011-05-01	"Lithuania"	1248	-3.7	1340.16	-15.6	1.653636	5.05	15.5
2011-05-01	"Luxembourg"	5696	1	1323.842	10.3	1.4251	3.293455	4.6
2011-05-01	"Netherlands"	49806	-0.9	1683	3.2	1.4251	3.403	4.8
2011-05-01	"Poland"	24422	-3	1302.376	-22	4.45	6.06	9.5
2011-05-01	"Slovakia"	6513	-13.4	1475	-23.1	1.4251	4.33	13.2
2011-05-01	"Slovenia"	5695	-10	1299.2	-25.1	1.4251	4.43	7.6
2011-05-01	"Spain"	78871	1.1	1349.488	-15.5	1.4251	5.322182	20.6
2011-05-01	"Sweden"	30853	1.1	1597.644	20.8	1.91	3.01	8.1
2011-05-01	"United.Kingdom"	150431	1.2	1556.652	-14.7	0.875	3.5053	7.8
2011-06-01	"Austria"	32018	-1.3	1369.25	7.7	1.4886	3.43	4.1
2011-06-01	"Belgium"	48353	0.7	1558.6	-1.7	1.4886	4.14	6.6
2011-06-01	"Czech.Republic"	16188	-8.9	1437.8675	-20.2	1.2	3.77	6.6
2011-06-01	"Denmark"	17005	-0.9	1618.0775	16.2	1.5136	2.9584	7.5
2011-06-01	"Estonia"	1458	-0.7	1218.25	-2.1	1.4886	NA	12.8
2011-06-01	"Finland"	10846	2	1579.25	12.2	1.4886	3.29	8.4
2011-06-01	"France"	210172	0.9	1500.25	-17.6	1.4886	3.43055	8.5
2011-06-01	"Germany"	288382	0.1	1519.5	9.8	1.4886	2.89	5.9
2011-06-01	"Greece"	9740	3.4	1675	-75	1.4886	16.69	16.3
2011-06-01	"Hungary"	4205	-2.5	1417.2925	-38.8	6.2728	7.22	10.8
2011-06-01	"Ireland"	11007	-5.7	1532	-28.9	1.4886	11.7	15.8
2011-06-01	"Italy"	169936	1.9	1525.5225	-23.6	1.4886	4.8156	7.5
2011-06-01	"Latvia"	912	-2.9	1306.415	-21.2	0.74	5.87	16.3
2011-06-01	"Lithuania"	1344	-3.8	1330.9175	-16	1.69381	5.05	15
2011-06-01	"Luxembourg"	4256	1	1304.43	6.9	1.4886	3.145409	4.5
2011-06-01	"Netherlands"	50499	-0.9	1647	0	1.4886	3.284	4.6
2011-06-01	"Poland"	26138	-2.9	1280.8475	-23.2	4.69	5.88	9.2
2011-06-01	"Slovakia"	6298	-13.2	1464.955	-25.7	1.4886	4.39	13.2
2011-06-01	"Slovenia"	5988	-9.5	1271	-23.6	1.4886	4.58	7.6
2011-06-01	"Spain"	83385	1.5	1317.9525	-11.9	1.4886	5.479864	20.5
2011-06-01	"Sweden"	27485	0.7	1535.725	22.2	1.85	2.89	9.2
2011-06-01	"United.Kingdom"	183125	0.7	1532.12	-17	0.875	3.4144	8.1
2011-07-01	"Austria"	29307	-1.2	1372.75	5	1.5976	3.35	4.1
2011-07-01	"Belgium"	34886	0.7	1545.25	-2.9	1.5976	4.22	7.7
2011-07-01	"Czech.Republic"	12131	-8.2	1431.5825	-19.4	1.19	3.79	6.7
2011-07-01	"Denmark"	13053	-0.9	1642.0925	11.5	1.6625	3.0157	7.6
2011-07-01	"Estonia"	1291	-0.6	1218.25	0.4	1.5976	NA	11.6
2011-07-01	"Finland"	8189	1.9	1577.75	12.8	1.5976	3.16	6.9
2011-07-01	"France"	160199	0.9	1499.025	-18.4	1.5976	3.399364	8.4
2011-07-01	"Germany"	260907	0.2	1514.25	8.4	1.5976	2.74	5.9
2011-07-01	"Greece"	9940	2.1	1679	-76.8	1.5976	16.15	16.9
2011-07-01	"Hungary"	3719	-2.4	1403	-39.6	6.74375	7.351905	10.8
2011-07-01	"Ireland"	4079	-5.6	1517.25	-32.7	1.5976	10.85	16.2
2011-07-01	"Italy"	138510	2	1578.2025	-27.4	1.5976	5.463	7.3
2011-07-01	"Latvia"	913	-2.5	1300.76	-20.9	0.82	5.67	15.4
2011-07-01	"Lithuania"	1072	-3.7	1333.7825	-15.3	1.814	5.05	15.4
2011-07-01	"Luxembourg"	4529	1	1294.755	6.6	1.5976	3.025667	4.8
2011-07-01	"Netherlands"	42092	-0.9	1655.75	2.1	1.5976	3.172	4.6
2011-07-01	"Poland"	23288	-2.7	1276.55	-21.4	4.71	5.81	9.3
2011-07-01	"Slovakia"	5583	-12.8	1447	-23.3	1.5976	4.55	13.2
2011-07-01	"Slovenia"	4909	-8.9	1259.5	-23.9	1.5976	4.89	7.8
2011-07-01	"Spain"	78914	1.6	1338.8425	-13.4	1.5976	5.824857	20.8
2011-07-01	"Sweden"	19621	0.4	1549.6375	17.8	1.8	2.75	7.2
2011-07-01	"United.Kingdom"	131634	0.4	1521.6575	-18.4	0.875	3.3137	8.3
2011-08-01	"Austria"	25884	-1	1363.75	0.9	1.5521	2.84	3.9
2011-08-01	"Belgium"	37788	0.8	1576.725	-7.6	1.5521	4.11	8
2011-08-01	"Czech.Republic"	14131	-7.5	1434.3725	-20.4	1.19	3.4	6.4
2011-08-01	"Denmark"	12491	-0.9	1622.5525	6	1.6041	2.4943	7.5
2011-08-01	"Estonia"	1427	-0.5	1249.75	-3.6	1.5521	NA	10.7
2011-08-01	"Finland"	9621	1.7	1576.5	5.9	1.5521	2.68	6.6
2011-08-01	"France"	108462	1.1	1502.725	-26.1	1.5521	2.98446	8.8
2011-08-01	"Germany"	237561	0.3	1504.25	0.2	1.5521	2.21	5.9
2011-08-01	"Greece"	7297	0.9	1690.25	-71.2	1.5521	15.9	19.3
2011-08-01	"Hungary"	3428	-2.3	1415.285	-37.5	7.1167	7.49	10.7
2011-08-01	"Ireland"	3238	-5.4	1490	-30.8	1.5521	8.63	16.2
2011-08-01	"Italy"	70764	2.1	1581.7525	-28.8	1.5521	5.2705	6.7
2011-08-01	"Latvia"	856	-2.2	1302.155	-17.6	0.83	5.6	15
2011-08-01	"Lithuania"	1075	-3.8	1343.0675	-17.1	1.863636	5.05	15
2011-08-01	"Luxembourg"	3018	1	1302.22	0.7	1.5521	2.593261	4.8
2011-08-01	"Netherlands"	39062	-0.9	1642.5	-4.2	1.5521	2.678	4.6
2011-08-01	"Poland"	19340	-2.5	1259.775	-25.1	4.72	5.7	9.3
2011-08-01	"Slovakia"	5190	-12.3	1457.75	-23.5	1.5521	4.55	13.1
2011-08-01	"Slovenia"	4285	-8.1	1287	-27.4	1.5521	4.99	7.8
2011-08-01	"Spain"	47223	1.7	1330.7275	-17	1.5521	5.252348	21.3
2011-08-01	"Sweden"	24368	0.1	1539.5725	12.3	1.71	2.17	7
2011-08-01	"United.Kingdom"	59346	0.2	1543.945	-19.8	0.9114	2.7833	8.5
2011-09-01	"Austria"	30755	-0.9	1390.25	-6.2	1.5365	2.64	4
2011-09-01	"Belgium"	41427	0.8	1574.75	-8.8	1.5365	3.88	7.7
2011-09-01	"Czech.Republic"	13005	-6.7	1410.29	-23.8	1.17	3	6.6
2011-09-01	"Denmark"	13806	-1	1646.7325	8.7	1.4366	2.0709	7.4
2011-09-01	"Estonia"	1541	-0.7	1273.25	-7.2	1.5365	NA	10.8
2011-09-01	"Finland"	9632	1.4	1576.75	1.8	1.5365	2.35	6.9
2011-09-01	"France"	167526	1.1	1519.475	-28.4	1.5365	2.644395	8.9
2011-09-01	"Germany"	280689	0.3	1533	-1.9	1.5365	1.83	5.2
2011-09-01	"Greece"	6718	-0.4	1692.25	-73.6	1.5365	17.78	17.8
2011-09-01	"Hungary"	3500	-1.9	1365.38	-43.6	6.1938	7.64	10.9
2011-09-01	"Ireland"	2767	-5.3	1513	-32.8	1.5365	7.64	15.4
2011-09-01	"Italy"	147021	2.2	1593.825	-31.1	1.5365	5.746	8.6
2011-09-01	"Latvia"	926	-1.8	1286.7875	-17.1	0.87	5.6	14.8
2011-09-01	"Lithuania"	1197	-3.7	1342.755	-19.3	1.849545	5.09	14.4
2011-09-01	"Luxembourg"	3466	1	1320.315	-1.6	1.5365	2.273364	4.9
2011-09-01	"Netherlands"	44382	-0.9	1674	-13.4	1.5365	2.336	5.1
2011-09-01	"Poland"	24318	-2.4	1182.05	-22.9	4.76	5.74	9.5
2011-09-01	"Slovakia"	4998	-11.5	1452.25	-26.5	1.5365	4.25	13.6
2011-09-01	"Slovenia"	4647	-7.3	1287	-25.1	1.5365	4.86	8
2011-09-01	"Spain"	55572	1.8	1348.1425	-17	1.5365	5.200227	21.9
2011-09-01	"Sweden"	26605	-0.2	1558.22	5.7	1.58	1.83	7
2011-09-01	"United.Kingdom"	332476	0.3	1556.8925	-21.7	1.0077	2.504	8.5
2011-10-01	"Austria"	28909	-0.8	1364.8	-10.7	1.5759	2.92	4.7
2011-10-01	"Belgium"	42462	0.9	1547.44	-8.3	1.5759	4.2	7.3
2011-10-01	"Czech.Republic"	14877	-5.7	1399.85	-22.3	1.17	3.14	6.5
2011-10-01	"Denmark"	12388	-1.1	1607.01	3.9	1.3974	2.2324	7.4
2011-10-01	"Estonia"	1523	-0.9	1273	-10.2	1.5759	NA	11.4
2011-10-01	"Finland"	9631	1.2	1565	1.6	1.5759	2.51	7
2011-10-01	"France"	176103	1.3	1495.14	-24.3	1.5759	2.992524	9.5
2011-10-01	"Germany"	258253	0.4	1531.8	-3.3	1.5759	2	5.1
2011-10-01	"Greece"	5023	-1.7	1674.8	-83.8	1.5759	18.04	19.7
2011-10-01	"Hungary"	3511	-1.7	1338.028	-46.1	6.1786	7.88	10.7
2011-10-01	"Ireland"	1566	-5.1	1513	-22.9	1.5759	8.15	15.2
2011-10-01	"Italy"	133411	2.3	1591.028	-33.9	1.5759	5.9719	9
2011-10-01	"Latvia"	974	-1.6	1301.548	-19.6	0.99	5.62	14.8
2011-10-01	"Lithuania"	1180	-3.6	1336.822	-21.1	1.876	5.06	13.9
2011-10-01	"Luxembourg"	3923	1	1281.638	-7.7	1.5759	2.366143	4.9
2011-10-01	"Netherlands"	43635	-0.9	1633.6	-18.7	1.5759	2.464	5.2
2011-10-01	"Poland"	24883	-2.3	1206.644	-23.1	4.91	5.71	9.5
2011-10-01	"Slovakia"	5751	-10.5	1464.2	-29.6	1.5759	4.33	13.9
2011-10-01	"Slovenia"	4686	-6.5	1310.6	-26.2	1.5759	5.16	8.6
2011-10-01	"Spain"	57278	1.9	1317.222	-19.6	1.5759	5.251333	22.3
2011-10-01	"Sweden"	25052	-0.6	1533.268	3.7	1.45	1.9	7.2
2011-10-01	"United.Kingdom"	134944	0.4	1549.946	-24	1.0593	2.529	8.4
2011-11-01	"Austria"	30339	-0.7	1367	-10.1	1.4847	3.36	5
2011-11-01	"Belgium"	40440	0.8	1514.65	-15.3	1.4847	4.84	7
2011-11-01	"Czech.Republic"	15962	-4.8	1370.995	-30	1.15	3.67	6.3
2011-11-01	"Denmark"	15028	-1.1	1588.6775	-1.9	1.2877	2.0055	7.4
2011-11-01	"Estonia"	1690	-1.3	1257	-17.1	1.4847	NA	11.3
2011-11-01	"Finland"	8731	0.8	1554	2.3	1.4847	2.54	6.2
2011-11-01	"France"	179038	1.4	1488.125	-30.9	1.4847	3.407547	9.8
2011-11-01	"Germany"	269144	0.5	1505	-2.9	1.4847	1.87	5.4
2011-11-01	"Greece"	7890	-2.6	1656.75	-82.3	1.4847	17.92	21.4
2011-11-01	"Hungary"	4510	-1.6	1289.21	-47.2	7.25	8.53	10.7
2011-11-01	"Ireland"	778	-4.8	1513	-25.1	1.4847	9.32	15.2
2011-11-01	"Italy"	133283	2.4	1587.85	-29.2	1.4847	7.0571	9.8
2011-11-01	"Latvia"	1169	-1.4	1301.66	-19.6	1.27	5.73	15
2011-11-01	"Lithuania"	1054	-3.3	1318.77	-19.3	1.867273	5.25	13.6
2011-11-01	"Luxembourg"	3707	1	1273.2075	-7.6	1.4847	2.307409	4.9
2011-11-01	"Netherlands"	41081	-0.9	1617.25	-22.2	1.4847	2.446	5.4
2011-11-01	"Poland"	26595	-2.3	1214.705	-23.4	4.97	5.797	9.7
2011-11-01	"Slovakia"	5903	-9.8	1461.75	-36.4	1.4847	4.71	14.1
2011-11-01	"Slovenia"	4319	-5.9	1320	-24.4	1.4847	6.46	8.8
2011-11-01	"Spain"	60395	2	1299.0825	-15.4	1.4847	6.192091	22.6
2011-11-01	"Sweden"	26894	-0.9	1508.64	2.8	1.45	1.69	7.1
2011-11-01	"United.Kingdom"	134027	0.5	1558.065	-23.5	1.0968	2.2917	8.2
2011-12-01	"Austria"	23358	-0.6	1352.66666666667	-12.8	1.4261	3.1	4.7
2011-12-01	"Belgium"	48763	0.8	1529.06666666667	-12.7	1.4261	4.35	7
2011-12-01	"Czech.Republic"	15044	-4	1379.99666666667	-31.2	1.16	3.7	6.5
2011-12-01	"Denmark"	15341	-1.2	1577.35	-1.7	1.0837	1.8571	7.6
2011-12-01	"Estonia"	1135	-1.7	1256	-15.6	1.4261	NA	11
2011-12-01	"Finland"	6534	0.6	1532.33333333333	1.8	1.4261	2.52	7.4
2011-12-01	"France"	187817	1.5	1485	-30.1	1.4261	3.158901	9.8
2011-12-01	"Germany"	244501	0.5	1506	-2.2	1.4261	1.93	5.4
2011-12-01	"Greece"	5538	-3.5	1640.33333333333	-81.9	1.4261	21.14	21.8
2011-12-01	"Hungary"	3261	-1.5	1311.29333333333	-51.8	6.5	8.97	11.2
2011-12-01	"Ireland"	371	-4.5	1503.6	-37.5	1.4261	8.48	15.5
2011-12-01	"Italy"	111928	2.5	1640.51	-34	1.4261	6.812	9.8
2011-12-01	"Latvia"	1060	-1.3	1289.05666666667	-19.4	1.86	5.93	15.3
2011-12-01	"Lithuania"	1033	-2.9	1296.25	-25.2	1.776191	5.75	14.1
2011-12-01	"Luxembourg"	2642	1	1277.21666666667	-7.3	1.4261	2.263818	5.3
2011-12-01	"Netherlands"	17243	-0.7	1615.66666666667	-25.2	1.4261	2.376	5.1
2011-12-01	"Poland"	28221	-2.4	1208.04666666667	-32.9	4.99	5.84	10
2011-12-01	"Slovakia"	6595	-9	1456.66666666667	-40.3	1.4261	5.21	14.2
2011-12-01	"Slovenia"	3405	-5.2	1322.66666666667	-18.5	1.4261	6.9	8.8
2011-12-01	"Spain"	66457	2	1291.5	-15.3	1.4261	5.504524	22.7
2011-12-01	"Sweden"	25402	-1.2	1526.16	3.9	1.37	1.68	7.3
2011-12-01	"United.Kingdom"	119188	0.6	1561.9	-25.6	1.15	2.1828	8.1
2012-01-01	"Austria"	26826	-0.5	1389.75	-8.8	1.2222	3.27	4.2
2012-01-01	"Belgium"	44732	0.7	1605.225	-16.3	1.2222	4.11	7.3
2012-01-01	"Czech.Republic"	12912	-3.6	1407.9475	-27.5	1.17	3.39	6.9
2012-01-01	"Denmark"	12871	-1.2	1666.4175	-1	1.0069	1.7345	7.8
2012-01-01	"Estonia"	1671	-2.1	1313.75	-14.8	1.2222	NA	11.2
2012-01-01	"Finland"	14237	0.4	1604	3.9	1.2222	2.28	7.8
2012-01-01	"France"	147046	1.6	1550.2	-27.7	1.2222	3.179682	10.1
2012-01-01	"Germany"	210195	0.5	1589.75	0.5	1.2222	1.82	6.2
2012-01-01	"Greece"	8451	-3.8	1702.75	-80.1	1.2222	25.91	21.5
2012-01-01	"Hungary"	4935	-1.5	1384.07	-54.1	8.5434	9.51	11.7
2012-01-01	"Ireland"	21309	-4.3	1489.425	-35.8	1.2222	7.29	15.8
2012-01-01	"Italy"	137744	2.5	1708.4425	-36.3	1.2222	6.5366	10.2
2012-01-01	"Latvia"	882	-1.2	1358.755	-17.5	1.79	5.74	15.7
2012-01-01	"Lithuania"	1008	-2.7	1349.43	-19.9	1.480455	5.35	14.5
2012-01-01	"Luxembourg"	3649	1.1	1341.31	-3.6	1.2222	2.069727	5.3
2012-01-01	"Netherlands"	70157	-0.6	1694.5	-24.6	1.2222	2.197	5.8
2012-01-01	"Poland"	24057	-2.5	1280.9225	-28.7	4.99	5.68	10.5
2012-01-01	"Slovakia"	4801	-8.2	1466.25	-37.5	1.2222	5.22	14.2
2012-01-01	"Slovenia"	5126	-4.7	1377	-24.3	1.2222	6.74	8.9
2012-01-01	"Spain"	54961	2	1366.5975	-20.2	1.2222	5.399286	23.7
2012-01-01	"Sweden"	18686	-1.4	1639.5975	6.7	1.56	1.7	8.4
2012-01-01	"United.Kingdom"	128853	0.6	1606.1575	-22.1	1.175	2.1104	8.2
2012-02-01	"Austria"	24005	-0.6	1418.25	-10	1.0483	3	5.4
2012-02-01	"Belgium"	43716	0.6	1640.05	-20.6	1.0483	3.7	7.3
2012-02-01	"Czech.Republic"	13542	-3.4	1447.905	-26.3	1.2	3.12	7.4
2012-02-01	"Denmark"	14182	-1.2	1708.98	5.6	1.0007	1.8438	8.1
2012-02-01	"Estonia"	1303	-2.5	1355.75	-13.8	1.0483	NA	11.3
2012-02-01	"Finland"	10619	0.2	1638.5	7	1.0483	2.34	7.7
2012-02-01	"France"	163010	1.5	1583.1	-25.6	1.0483	3.015762	10
2012-02-01	"Germany"	224318	0.6	1633.25	-0.8	1.0483	1.85	5.8
2012-02-01	"Greece"	3827	-3.9	1739.25	-83.5	1.0483	29.24	23.2
2012-02-01	"Hungary"	4260	-1.5	1452.3125	-49	8.8346	8.6	11.9
2012-02-01	"Ireland"	11496	-4	1497.8	-31.6	1.0483	7.01	15.9
2012-02-01	"Italy"	131269	2.5	1745.3875	-30.7	1.0483	5.546	10.7
2012-02-01	"Latvia"	727	-1.3	1392.49	-11.6	1.31	5.45	16.4
2012-02-01	"Lithuania"	863	-2.4	1377.245	-22.2	1.4345	5.15	14.6
2012-02-01	"Luxembourg"	4543	1.1	1371.045	-6.5	1.0483	2.034476	5.2
2012-02-01	"Netherlands"	43968	-0.5	1723.75	-22.9	1.0483	2.236	5.8
2012-02-01	"Poland"	23732	-2.5	1341.4725	-28.6	4.9747	5.4557	10.6
2012-02-01	"Slovakia"	5370	-7.4	1503	-31.7	1.0483	4.98	14.1
2012-02-01	"Slovenia"	4239	-4.3	1417	-25.1	1.0483	5.73	8.7
2012-02-01	"Spain"	64730	2.1	1404.51	-24.7	1.0483	5.111095	24.3
2012-02-01	"Sweden"	20735	-1.6	1676.8225	4.9	1.59	1.89	8.2
2012-02-01	"United.Kingdom"	61868	0.4	1614.475	-20.9	1.156	2.2191	8.2
2012-03-01	"Austria"	37933	-0.5	1474.5	-8	0.8585	2.87	4.7
2012-03-01	"Belgium"	59915	0.6	1662.6	-12.5	0.8585	3.53	7.1
2012-03-01	"Czech.Republic"	17062	-3.3	1495.265	-29.6	1.23	3.51	7
2012-03-01	"Denmark"	13680	-1.2	1744.1125	10.7	0.9878	1.8868	8
2012-03-01	"Estonia"	1684	-2.9	1404	-12.9	0.8585	NA	11.3
2012-03-01	"Finland"	22925	-0.1	1682.75	7	0.8585	2.3	8.5
2012-03-01	"France"	197774	1.6	1631.41	-21.5	0.8585	2.954182	9.8
2012-03-01	"Germany"	339123	0.6	1685.5	-0.6	0.8585	1.83	5.4
2012-03-01	"Greece"	4901	-4	1794.75	-79.3	0.8585	19.06	23.9
2012-03-01	"Ireland"	13054	-3.7	1546.55	-23.2	0.8585	6.84	15.7
2012-03-01	"Italy"	138816	2.4	1805.5775	-29.3	0.8585	5.0488	11.5
2012-03-01	"Latvia"	879	-1.5	1431.755	-18.1	1.19	5.15	16.9
2012-03-01	"Lithuania"	1001	-2.3	1409.4775	-21.3	1.312273	5.29	14.6
2012-03-01	"Luxembourg"	5319	1.1	1425.72	-5.8	0.8585	2.371692	5.1
2012-03-01	"Netherlands"	52334	-0.5	1774	-24.3	0.8585	2.249	5.8
2012-03-01	"Poland"	29349	-2.4	1382.405	-24.3	4.94	5.37	10.5
2012-03-01	"Slovakia"	6427	-6.7	1547.25	-31.4	0.8585	4.91	14
2012-03-01	"Slovenia"	5349	-3.9	1464.25	-26.3	0.8585	5.08	8.2
2012-03-01	"Spain"	84427	2.2	1461.0425	-28.9	0.8585	5.169727	24.6
2012-03-01	"Sweden"	28555	-1.8	1727.895	9	1.49	1.95	8
2012-03-01	"United.Kingdom"	372835	0.2	1658.9025	-22.2	1.1164	2.323	8.1
2012-04-01	"Austria"	32728	-0.5	1513.25	-4.5	0.7443	2.83	4.7
2012-04-01	"Belgium"	48326	0.5	1718.2	-12	0.7443	3.52	7.1
2012-04-01	"Czech.Republic"	16586	-3	1513.7375	-28.1	1.24	3.51	6.8
2012-04-01	"Denmark"	12092	-1.3	1753.8075	9.8	0.9652	1.7141	7.9
2012-04-01	"Estonia"	1765	-3.6	1425.25	-11.5	0.7443	NA	10.2
2012-04-01	"Finland"	4051	-0.2	1718.25	9.9	0.7443	2.15	8.4
2012-04-01	"France"	166552	1.6	1649.975	-20.2	0.7443	2.9935	9.6
2012-04-01	"Germany"	274066	0.6	1705.25	-2.3	0.7443	1.62	5.2
2012-04-01	"Greece"	4409	-4.1	1844.25	-78.7	0.7443	21.48	23
2012-04-01	"Hungary"	4287	-1.7	1528.3825	-45.9	8.19	8.77	11.4
2012-04-01	"Ireland"	6806	-3.5	1615.905	-25.8	0.7443	6.82	15.6
2012-04-01	"Italy"	130320	2.4	1851.1725	-36.3	0.7443	5.6758	10.9
2012-04-01	"Latvia"	884	-1.9	1487.45	-19.9	1	5.1	17.1
2012-04-01	"Lithuania"	1061	-2.2	1450.0825	-21.7	1.2825	5.3	14
2012-04-01	"Luxembourg"	5373	1	1446.285	-5.9	0.7443	2.220238	4.9
2012-04-01	"Netherlands"	41033	-0.5	1803.75	-17.7	0.7443	2.293	5.8
2012-04-01	"Poland"	23602	-2.3	1401.4625	-27.1	4.95	5.4857	10.1
2012-04-01	"Slovakia"	5794	-6.1	1586.25	-21.6	0.7443	4.81	13.7
2012-04-01	"Slovenia"	4513	-3.7	1523.25	-36.6	0.7443	5.27	8.1
2012-04-01	"Spain"	56250	2.1	1482.135	-28.6	0.7443	5.79	24.5
2012-04-01	"Sweden"	23336	-2.1	1736.0925	12.2	1.44	1.82	8
2012-04-01	"United.Kingdom"	142322	-0.1	1723.7825	-24.4	1.0992	2.2117	7.8
2012-05-01	"Austria"	32398	-0.5	1450	-2.8	0.6849	2.49	4.8
2012-05-01	"Belgium"	40780	0.4	1651.8	-10.1	0.6849	3.3	7
2012-05-01	"Czech.Republic"	15975	-2.7	1475.12	-30	1.24	3.31	6.7
2012-05-01	"Denmark"	16688	-1.4	1685.7125	6.9	0.9009	1.3689	7.8
2012-05-01	"Estonia"	1942	-4.3	1362.25	-8.1	0.6849	NA	10.1
2012-05-01	"Finland"	7320	-0.3	1670.75	10.6	0.6849	1.82	9.5
2012-05-01	"France"	165691	1.7	1581.16	-16	0.6849	2.751821	9.5
2012-05-01	"Germany"	289977	0.6	1644.75	0.4	0.6849	1.34	5.5
2012-05-01	"Greece"	5314	-4.1	1756.25	-75.8	0.6849	26.9	23.6
2012-05-01	"Hungary"	4581	-1.8	1471.3625	-51.9	8.2237	8.33	11
2012-05-01	"Ireland"	7701	-3.2	1663.41	-24.9	0.6849	7.23	15.7
2012-05-01	"Italy"	147938	2.3	1792.5925	-38.6	0.6849	5.7833	10.3
2012-05-01	"Latvia"	1040	-2.3	1412.91	-19.8	0.94	5.15	16.4
2012-05-01	"Lithuania"	1213	-2.1	1431.7175	-19.5	1.236364	5.3	13.1
2012-05-01	"Luxembourg"	4833	1	1386.765	-6	0.6849	1.922348	4.8
2012-05-01	"Netherlands"	47759	-0.5	1752.5	-24.9	0.6849	1.974	5.6
2012-05-01	"Poland"	23684	-2.3	1357.77	-28.8	5.11	5.41	9.9
2012-05-01	"Slovakia"	5948	-5.6	1573.5	-23.3	0.6849	4.8	13.5
2012-05-01	"Slovenia"	4791	-3.5	1461.5	-31.9	0.6849	5.28	8.1
2012-05-01	"Spain"	72444	2	1416.9925	-33.2	0.6849	6.125546	24.5
2012-05-01	"Sweden"	25759	-2.2	1659.0025	11.4	1.38	1.51	8.5
